link,title
https://www.theatlantic.com/health/archive/2025/02/epidemic-intelligence-service-doge-layoffs/681771/,Spared by DOGE—For Now - America's first line of defense against public-health threats is hanging in the balance.
https://www.theatlantic.com/health/archive/2025/02/nih-indirect-cost-memo-hhs/681736/,The NIH Memo That Undercut Universities Came Directly From Trump Officials - NIH officials said they were given no advance warning and less than an hour to post the memo publicly.
https://www.theatlantic.com/health/archive/2025/02/eaton-fire-rock-and-roll/681680/,"The House Where 28,000 Records Burned - Charlie Springer spent a lifetime building his music collection. The Los Angeles fires incinerated it."
https://www.theatlantic.com/science/archive/2025/02/rfk-kennedy-vaccines-scientific-literature/681681/,"The Scientific Literature Can’t Save You Now - You can cite peer-reviewed research in support of almost any claim, no matter how absurd."
https://www.theatlantic.com/health/archive/2025/02/rfk-jr-health-secretary-what-next/681678/,RFK Jr. Won. Now What? - America’s health is in the hands of an anti-vaccine conspiracist.
https://www.theatlantic.com/magazine/archive/2025/03/covid-deniers-anti-vax-public-health-politics-polarization/681435/,Why the COVID Deniers Won - Lessons from the pandemic and its aftermath
https://www.theatlantic.com/health/archive/2025/02/trump-bird-flu/681642/,What Happens When Bird Flu Gets Worse? - Most of Trump’s health picks are uninterested in using most of the tools that can limit the spread of infectious disease.
https://www.theatlantic.com/health/archive/2025/02/nih-trump-university-crisis/681634/,A New Kind of Crisis for American Universities - The ivory tower has been breached.
https://www.theatlantic.com/health/archive/2025/02/tariffs-food-america-agriculture/681620/,"What an ‘America First’ Diet Would Really Look Like - The notion that the U.S. could produce all of its food domestically is nice, but very far from reality."
https://www.theatlantic.com/health/archive/2025/02/trump-pfas-epa-lee-zeldin/681591/,Trump Is Inheriting an Environmental Disaster - PFAS could be the rare environmental issue that gets addressed this term.
https://www.theatlantic.com/health/archive/2025/02/usaid-doge-dismantle-cost-foreign-aid/681573/,America Can’t Just Unpause USAID - The speed with which the Trump administration took the agency apart will be felt for years to come.
https://www.theatlantic.com/health/archive/2025/02/rfk-jr-opposition-folds/681567/,The Doctor Who Let RFK Jr. Through - The opposition folds.
https://www.theatlantic.com/health/archive/2025/02/american-orange-juice-crash/681566/,The Last Days of American Orange Juice - Savor every last drop.
https://www.theatlantic.com/health/archive/2025/02/adhd-shortened-life-expectancy/681554/,ADHD’s Sobering Life-Expectancy Numbers - The benefits of an early diagnosis are only becoming clearer.
https://www.theatlantic.com/health/archive/2025/02/maha-rfk-jr-confirmation-food-dye/681544/,If RFK Jr. Loses - The “Make America Healthy Again” movement doesn’t hinge on his confirmation.
https://www.theatlantic.com/health/archive/2025/01/cdc-dei-scientific-data/681531/,CDC Data Are Disappearing - The agency has already removed scientific data from public view. More could follow.
https://www.theatlantic.com/health/archive/2025/01/trump-health-care-chaos-nih-medicaid-pepfar/681529/,Trump Has Created Health-Care Chaos - The White House’s health-care strategy appears to be no strategy at all.
https://www.theatlantic.com/health/archive/2025/01/patent-medicine-supplements-rfk-trump/681515/,The Return of Snake Oil - The Trump administration is poised to supercharge America’s appetite for supplements.
https://www.theatlantic.com/health/archive/2025/01/rfk-jr-hearing-medicaid/681504/,RFK Jr. Has a Lot to Learn About Medicaid - Trump’s pick for health secretary showed a poor understanding of a key part of the job.
https://www.theatlantic.com/health/archive/2025/01/rfk-jr-congress-confirmation-hearings/681499/,This Is About More Than RFK Jr. - A day for pseudoscience in Congress
https://www.theatlantic.com/health/archive/2025/01/rfk-jr-vaccine-decline/681489/,"What an Undervaccinated America Would Look Like - At first, much the same. But inevitably, dangerous diseases would resurge in a country that isn’t prepared for them."
https://www.theatlantic.com/health/archive/2025/01/rfk-jr-conspiracy-theorist/681482/,RFK Jr. Is an Excellent Conspiracy Theorist - He has an unusual talent for sounding reasonable.
https://www.theatlantic.com/health/archive/2025/01/ivf-ivm-pain-fertility/681478/,A Less Brutal Alternative to IVF - Fertility treatment doesn’t have to be so painful.
https://www.theatlantic.com/health/archive/2025/01/ulipristal-acetate-ella-mifepristone-abortion-pill/681419/,A Possible Substitute for Mifepristone Is Already on Pharmacy Shelves - A higher dose of an emergency-contraception drug may open a back door for Americans seeking abortions in restrictive states.
https://www.theatlantic.com/health/archive/2025/01/rfk-vaccine-acip/681405/,How America’s Fire Wall Against Disease Starts to Fail - Changing the membership of an obscure advisory committee could have an outsized effect on Americans’ protection against disease.
https://www.theatlantic.com/health/archive/2025/01/alexinomia-name-awkward-relationships/681364/,Please Don’t Make Me Say My Boyfriend’s Name - Why calling loved ones by their name is strangely awkward
https://www.theatlantic.com/health/archive/2025/01/los-angeles-fires-ash-safe-dangerous/681373/,"Los Angeles’s Ash Problem - Without rain, neighborhoods covered in fine debris from the fires must find a way to deal with it on their own."
https://www.theatlantic.com/health/archive/2025/01/cigarettes-fda-rule-smoking/681334/,"America Just Kinda, Sorta Banned Cigarettes - A new rule by the FDA could change smoking as we know it."
https://www.theatlantic.com/health/archive/2025/01/polygenic-risk-score-ivf/681323/,Aspiring Parents Have a New DNA Test to Obsess Over - An emerging field of genetics promises to let parents choose the “healthiest” baby.
https://www.theatlantic.com/health/archive/2025/01/soap-hand-sanitizer/681305/,A Secret Way to Fight Off Stomach Bugs - It isn’t hand sanitizer.
https://www.theatlantic.com/health/archive/2025/01/alcohol-surgeon-general-sober-curious-temperance/681283/,"Not Just Sober-Curious, but Neo-Temperate - How sobriety went from a radical social movement to a tool of self-optimization"
