https://businessmirror.com.ph/2024/10/27/ust-singers-madrigal-singers-loboc-childrens-choir-sing-philippines-youth-conquer-the-world/,"UST Singers, Madrigal Singers, Loboc Children’s Choir, Sing Philippines Youth conquer the world","Easily one of the top newsmakers during the last week of September 2024 is the University of Santo Tomas (UST) Singers, who won the Grand Prize at the 2024 Grieg International Choir Festival held in Bergen, Norway.The UST Singers is the first Filipino and Asian ensemble to win the top prize in the competition’s tenth edition. This choral feat includes winning first place in the Mixed Choir category, besting nine other choirs from Norway, Sweden, Latvia, Poland, and Slovakia.The Filipino choir narrowly missed another top prize in the Folk Music category, losing by just a few points to the Czech Republic’s winning score.Founded in 1992 by Prof. Fidel G. Calalang Jr., the UST Singers are a mixed choral ensemble of students and alumni from various colleges of Asia’s oldest university, the Pontifical and Royal University of Santo Tomas (UST).Other choral triumphs include winning Choir of the World Championships in UK and a grand prize at the Florence International Choral Competition in Italy.The ensemble’s winning program includes a Filipino repertoire, which includes the award-winning Sagayan by Nilo Alcala. The piece is based on traditional Southern Philippines kulintang music.The UST Singers acknowledged the composer of their winning piece Sagayan: “Without that piece, our victory would not have been possible.”The winning years of the UST Singers, however, didn’t come easy.Calalang recounted once: “Those years could be described as arduously inspiring but, in sum, very colorful and fulfilling. The first few steps were difficult. Just like any other organization or institution, the first few years are always tough, but as we went along, the fruits of our labor and hard work paid off.”In the very beginning, Calalang made sure the choir’s repertoire was varied and not focusing on just one genre or period. He also considered the different types of audience that they performed for, and made an extra effort to make their repertoire appealing to them.“I stayed away from the common notion that choral music is confined to Church repertoire and, therefore, perceived as boring,” Calalang said. “I have to keep myself updated on the changing trends, innovations, and developments of choral music around the world. I am blessed to have been given talented singers and members with varied but positive personalities. Perhaps the mix of singers that I always get sets us apart from other choirs. The sundry personalities, different voice qualities, and assortment of talents create a distinctive kind of choir that is always a big challenge to a choir conductor.”Looking back, the first international newsmaker for choral competitions is, of course, the Philippine Madrigal Singers, also known as The Madz, founded in 1963 by Prof. Andrea O. Veneracion, now a National Artist for Music. In 1997, The Madz under Andrea O. Veneracion also won the grand prize in the European Grand Prix for Choral Singing in town of Tours, France, besting five other grand prize winners of the most prestigious choral competitions in Europe: the Guido d’Arezzo in Italy and its equivalent in Varna (Hungary) and Tolosa (Spain). One member of the jury described The Madz as the “most beautiful sound on earth.”Under the baton of Mark Anthony Carpio on August 26, 2007, The Madz won, for the second time, the grand prize in the European Grand Prix for Choral Singing in Arezzo, Italy. This made The Madz the first of the only four choirs in the world to win the grand prize twice.The show stealer in the recently concluded 2024 Gawad CCP Para Sa Sining is the Loboc Children’s Choir, composed of 30 schoolchildren of the Loboc Central Elementary School in Loboc, Bohol.The Loboc Children’s Choir was founded in 1980 at the Loboc Central Elementary School in Loboc, Bohol. It won the National Music Competition for Young Artists twice. In 2002, it bagged a gold medal in the Europe Song Festival, and again in 2003, for getting the highest mark in all categories.Acknowledging the CCP recognition, the Loboc Children’s Choir musical director Alma Taldo and conductor Lea Claudia Cal said: “We are grateful for having been bestowed with the remarkable honor of being named one of the recipients of the esteemed Gawad Cultural Center of the Philippines Para Sa Sining. It is with immense pride and gratitude that we accept this prestigious award.”The Gawad CCP Para Sa Sining stands as a symbol of recognition for artists and groups who have consistently demonstrated excellence and innovation in their respective art forms.In 2022, the Sing Philippines Youth Choir (SPYC) under the direction of Mark Anthony Carpio placed second in the Classical Mixed & Equal Category, and also won the Gold Diploma in the Ethnic Category, during the Busan Choral Festival and Competition (BCFC) in Busan, South Korea.The membership of the SPYC is unique. Its members come from four batches, made up of 213 singers from 56 local communities in the country. Their talents were honed through music camps and sustained regional workshops.SPYC was launched in 2014 with support from the Philippine Madrigal Singers and the Cultural Center of the Philippines Outreach Program.The Sing Philippines movement brought to life the vision of National Artist for Music Andrea O. Veneracion, who dreamed of a nation singing in harmony and united in songs.In the Ethnic/Traditional category, where it won the gold diploma, the winning choir performed Tatlong Awiting Pambata, Ang Alibangbang by Saunder Choi, Dandansoy arranged by Fidel Calalang, and Three Kalinga Chants by Nilo Alcala.Four other Philippine choral groups also won prizes in the Busan competition—namely, the Villanueva Chorale of Misamis Oriental, the Imusikapella of Cavite, the Balanga Choral Artists, and the Bataan Peninsula State University Chorale.The winning streak of Philippine choirs doesn’t surprise the Philippine Madrigal Singers’ choir director Mark Carpio.Carpio credits National Artist Veneracion for instilling the value of hard work among choir members.“As Prof. Veneracion has pointed out in the past, nothing is more enjoyable than to see our hard work pay off. The objective of competition is not to win. It is just a means for us to get better,” Carpio said.Carpio, who once sat in the jury of the Busan choral festival and competition, pointed out that there is no such thing as an ideal sound in any choral competition. “The sound that the choir always tries to maintain is a free and relaxed sound, but at the same time versatile and flexible. I believe there is no ideal or perfect sound for a choir. I have made this conclusion after listening to so many choirs from different countries of different cultures and ages. Each one sounds good but different from each other. There are qualities that are common to choirs. They are homogenous, and the different voice parts are well-balanced. This is what conductors find very challenging.”In 2021, Kammerchor Manila (KM) under conductor Anthony Go Villanueva bagged the Grand Prix and the Best Conductor Prize in the Queen of the Adriatic Sea Choral Festival and Competition in Italy. Its winning piece was Dan Forrest’s “Entreat Me Not To Leave You.”The competition was streamed online from June 4 to 6, 2021, and saw the Philippine choir beating participants from equally excellent choirs of Armenia, Bulgaria, China, Croatia, Czech Republic, Italy, Japan, Poland, UK, USA, and Russia.Kammerchor Manila was founded in 1992 by Prof. Fidel Calalang, who is also behind the internationally acclaimed UST Singers.The Aleron Choir received the Grand Prize in the 10th Busan International Choral Festival and Competition. It won over 38 other choirs from eight countries, including the Czech Republic, Russia, and Colombia.Aleron Choir conductor Christopher Amado Ong Arceo said the victory was the result of hard work: “It takes a lot of diligence and insight from both the conductor and the choristers. It all boils down to finding that meaning in the material and to be able to transfer it through sound that makes a winning performance, whether in a competition or a concert setting. The preparations are rigorous, from training the voice to balancing each section, arriving at an interpretation that each one can own with sincerity, to nurturing their psyche and sustaining their faith in themselves and one another through camaraderie and fellowship. The work never ends until you get the ideal sound.”The Ateneo Chamber Singers (ACS) under Jonathan Velasco was another prizewinner. It was declared champion in the Musica Sacra category and earned the gold medal in the Mixed Chamber category at the 8th World Choir Games in Riga, Latvia. The festival attracted approximately 27,000 participants from 400 choirs from 73 countries.At the 60th Certamen Internacional de Habaneras y Polyfonia held in Torrevieja, Spain, the ACS won First Prize in the Habaneras category, the competition’s most coveted prize.The ACS conductor observed: “We were winning gold in choral Olympics since the early ’80s but, sad to say, it is the boxers and the beauty queens and the athletes who get national attention.”"
https://businessmirror.com.ph/2024/10/27/nilo-alcala-choir-song-composer/,Nilo Alcala: Choir song composer,"For Sagayan composer Nilo Alcala, a composer-singer writing for the voice truly understands how the vocal mechanism works and would know what would work and what would not.Alcala, a former member of The Madz, further explained: “A composer-singer writing an instrumental work will probably craft very cantabile passages as melodies. One advantage for me while I was still singing with The Madz was having this resource of being able to hear my creation performed in its best possible interpretation, as well as getting feedback from learned, musical, and well-meaning colleagues in the group. A composer learns a lot from hearing the notes he just previously imagined, probably more than by reading a book on composition. He learns even more when he gets feedback from highly musical and well-trained performers.”Alcala likes to think there’s probably something in his own musical language that he can share with music lovers worldwide.The prizewinner of the Asian Composers League Competition held in Jerusalem and Israel said: “When composing, my first goal is to write something that I myself would love to hear, yet would also resonate well with the performers. I would have in mind a governing concept, idea, theme or material and follow whatever sonic devices would ‘serve’ it. I always think of the specific performer that the work is being written for—their strengths (and possible weaknesses). I always try to make the piece a worthwhile and enjoyable endeavor for the ensemble.”"
https://businessmirror.com.ph/2024/10/27/create-awesm-memories-for-your-superkids-with-super-activities-for-the-family/,Create aweSM memories for your SuperKids with super activities for the family!,"It’s a super October at SM Supermalls because it’s officially Super Kids Month! Dive into exciting activities designed to celebrate our young heroes—from engaging games to creative adventures, SM Supermalls offers a plethora of fun-filled experiences for SuperKids and super parents alike!Start off your super adventures at the whimsical and wonderful world of GOOTOPIA, located at SM Mall of Asia, SM City North EDSA, and SM City Fairview! Test your skills with a range of fun challenges and daring obstacles, and experience the mischief and mayhem of a full-on SLIME experience!For SuperKids seeking some friendly competition, head over to your nearest SM GAME PARK! This action-packed venue features various games that will keep the family entertained—from bowling to basketball, karaoke to archery, there is certainly something your SuperKids will enjoy. Visit SM Mall of Asia, SM Southmall, SM City Fairview, SM City Santa Rosa, or SM CDO Downtown to see who comes out on top!To infinity and beyond! Your SuperKids can explore the wonders of the universe at the SPACE & TIME CUBE+ at S Maison, an immersive art museum designed with the coolest in advanced technology!Take your kids for a spin on the ice at SM SKATING with locations in SM Mall of Asia, SM Megamall, and SM Seaside City Cebu! Whether you’ve got a little Elsa or a little Jack Frost, SuperKids and super parents alike can slide, glide and skate to their hearts’ content.Channel your SuperKids’ inner Green Arrow or Katniss Everdeen at PANA ARCHERY, found in several locations including SM Mall of Asia, SM City North EDSA, and more! This unique activity encourages focus, precision and skill—true traits of an aweSM superhero!Enjoy some cinematic magic with your SuperKids by immersing yourselves in the latest blockbusters at SM CINEMA! Feel part of the epic story unfolding on the screen thanks to IMAX with Laser, available at SM City Iloilo and SM Aura.With a wide array of exciting and unconventional activities to choose from, SM Supermalls is the place to be this October! Whether your SuperKids want to dance, play, or explore, SM Supermalls has something just for them.Enjoy #SuperKidsMonthAtSM and celebrate what makes our SuperKids unique and special! For more information on SM Supermalls and to stay updated, visit www.smsupermalls.com or follow SM Supermalls on Facebook."
https://businessmirror.com.ph/2024/10/27/sm-supermalls-and-estee-lauder-unite-in-effort-to-end-breast-cancer/,SM Supermalls and Estée Lauder unite in effort to end breast cancer,"SM Supermalls and the Estée Lauder Companies (ELC) stand united in their mission to educate, empower, and support those affected by breast cancer, kicking off the numerous activities in store for Breast Cancer Awareness Month on October 3, 2024, at SM Aura’s Upper Ground Atrium.Following the theme “Beautifully United to Help End Breast Cancer,” Estée Lauder partnered with SM Supermalls to launch an impactful month dedicated to raising awareness and providing essential resources in the fight against breast cancer.The press event was meant to bring together, educate, and inspire advocates, medical experts, and community members.“At SM Supermalls, we recognize our responsibility to support and empower women and women’s health. As a society, we must work together to enhance breast cancer awareness and response. By promoting a supportive community, advocating for better access to healthcare, and empowering individuals with knowledge, we can make a significant impact,” said SM Supermalls President Steven Tan.The press event featured insightful talks from esteemed speakers, including Dr. Helen Amo, a surgical oncologist, who shared crucial information about the disease. Celebrity fashion stylist and inspirational speaker Kat Cruz moved attendees with her personal story of embracing courage in the face of breast cancer, illustrating the hope and resilience of those affected. Editor Chit Lijauco also shared her experience as a breast cancer patient and victor.Additionally, free breast health exams were offered to the mall-goers of SM Aura as part of the push for early detection and regular screening.Landmarks such as the SM Mall of Asia Globe and facade, SM Aura façade, SM Megamall’s Time Sculpture, façade, and Mega Tower, SM Lanang in Davao façade and fountain, and SM Seaside City Cebu’s façade and The Cube, were also illuminated in pink, sending a powerful message of solidarity.Through these collaborative efforts, SM Supermalls is not just raising awareness for breast cancer—it is also providing vital resources that can lead to early detection and improved health outcomes. For more information on SM Supermalls and to stay updated, visit www.smsupermalls.com or follow SM Supermalls on Facebook."
https://businessmirror.com.ph/2024/10/27/8th-indie-siyensya-films-explore-interrelation-of-science-filipino-culture/,8th Indie-Siyensya films explore interrelation of science & Filipino culture,"In an era saturated with misinformation, the creation of science documentary films stays alive with Indie-Siyensya standing at the forefront, ensuring this vital medium continues to thrive.Now on its 8th edition, the filmmaking competition has garnered over a hundred entries across the country featuring the theme “,” which emphasizes the vital role of scientific inquiry in shaping cultural practices and vice versa. The 8th Indie-Siyensya Filmmaking Competition, organized by the Department of Science and Technology-Science Education Institute (DOST-SEI), has officially premiered, bringing together filmmakers and audiences to explore the rich interplay between science and Filipino culture. Simultaneous film screenings in different Cinematheque Centres nationwide from October 14-18 were attended by students, teachers, filmmakers, and other members of the local government unit. In collaboration with the Film Development Council of the Philippines (FDCP), the competition showcases a diverse array of films that will be screened at various Cinematheque Centres across the country (Manila, Iloilo, Negros, Davao and Nabunturan) from October 14 to 18 and will be available online through the streaming platform JuanFlix on October 19 to November 8, 2024.The 8th Indie-Siyensya seeks to utilize the power of storytelling through film to communicate essential scientific concepts to the public.It premieres at Cinematheque Centres Davao City and Nabunturan in Davao de Oro, with a program attended by members of the board of judges—Science Communicator and University of the Philippines Los Baños Senior Lecturer Dr. Ruby Cristobal, University of Santo Tomas Creative Writing Department Head Dr. Joselito delos Reyes and UPLB Professor and Scientist Dr. Aimee Lynn Dupo.“For the past six years, the FDCP and Indie-Siyensya of the DOST-SEI have had this really fruitful partnership. The correlation between science and filmmaking are practically indivisible because the advancements done in the art and technology of filmmaking is highly dependent on science,” said Jose Javier-Reyes, chairman and CEO of the FDCP. This year, the competition features two distinct categories: the Youth Category and the Open Category.The Youth films focus on uncovering science within Filipino culture, highlighting evidence-based indigenous practices and traditions.The Open Category, on the other hand, explores how Filipino culture informs and integrates science and technology into everyday life.Among the hundred entries in the Open Category is by Heather Simonette Rose M. Intong, a captivating documentary that delves into the extraordinary diving abilities of the Badjaos (Sama Dilaut) in Simunul, Tawi-Tawi leaving a lingering question to the audience whether this tribe should let their tradition be swept by the passing tides of time or use their adaptive nature to keep up with a fast-paced society. Another notable entry, by Mondrayniel F. Sarte, brings the viewers to the picturesque Twin Lakes Natural Park in Negros Oriental, shedding light on the harmonious relationship between traditional ecological knowledge and modern conservation efforts.Through interviews and expert observations, the film illustrates how “,” plays a crucial role in protecting this vital ecological resource.Meanwhile, by Dexter Paul De Jesus and Drexler Jaramel, explains the role of and the culture of using herbal plants in traditional healing, as modern science transforms these medicinal plants into modern drug formulations. by John Rafael C. Labini is a captivating documentary that explores the tradition of naming winds in Malaban, Binan, Laguna.Through a compelling blend of folklore and science, the film uncovers the significance of these wind names to the local fishing community and their connection to the environment. Additionally, by Gian Arre highlights the intricate weaving tradition of Indang, Cavite, showcasing the scientific principles inherent in this age-old craft, while emphasizing the cultural significance of the weaving process.In the Youth Category, films like by Julia Gabrielle P. Salonga and by Anjalique Rendon dive into the sustainability of traditional practices, with focusing on the benefits of architecture and examining the cultural and scientific aspects of betel nut chewing among the Dumagat-Remontados. by Eula Frances A. Macabodbod explores the historical and cultural significance of the Pulangi River in Valencia, Bukidnon, while by Lloyd Zedric B. Apacible reflects on the rich history tied to the local delicacy, . by Xandre Yosef Gaan further bridges tradition and science by connecting the beliefs of the Talaandig tribe with scientific insights.Dr. Ruby Cristobal, a science communicator and member of the board of judges also stressed that as the scientific community continues to push the boundaries of knowledge, we must always acknowledge our roots and embrace our diverse cultural heritage. Culture, she pointed out, is not separate from science—it is integral to who we are as a people. The Indie-Siyensya competition not only highlights the creativity of Filipino filmmakers and science communicators but also underscores the importance of integrating cultural heritage and scientific knowledge for the betterment of society.As DOST-SEI and FDCP continue to forward these initiatives, they invite audiences to reflect on the essential connections between art, science, and Filipino identity."
https://businessmirror.com.ph/2024/10/24/children-youth-most-vulnerable-to-e-cigarettes-online-study/,"Children, youth most vulnerable to e-cigarettes online—study","Social media posts from e-cigarette brands in the Philippines feature marketing tactics that predominantly appeal to children and young people, a new study has revealed.A report by the Johns Hopkins University Institute for Tobacco Control found that these posts heavily rely on marketing strategies like emoticons (70 percent), cartoons (19 percent), influencer and celebrity endorsements (nine percent), and depictions of partying (four percent).Brands also employed engagement techniques commonly used for consumer products, including user interaction (39 percent), co-marketing (28 percent), contests and giveaways (19 percent), influencers (eight percent), and monetary promotions such as discounts (six percent).More than half (53 percent) of the posts did not feature any health warnings, while 47 percent only included text warnings rather than graphic images.Age inconsistencies were also highlighted in the study, as almost half of the posts (45 percent) mentioned a 21-and-above age restriction, while one-third (34 percent) failed to specify any age limit.Another 12 percent used general prohibitions, such as “not for sale to minors,” while 10 percent mentioned an 18-and-above restriction.REPUBLIC Act 11900, also known as the Vape Law, prohibits the sale and promotion of vape products within 100 meters of areas frequented by minors. It also bans the use of flavor descriptors and cartoon characters in the packaging and marketing of these products.However, the study revealed a troubling trend in online promotions. Many vape shops continue to advertise products with flavors appealing to children, including concept flavors (57 percent), fruit flavors (56 percent), sweets (29 percent), and mint (23 percent), all packaged with colorful designs.In August, health organizations criticized the transfer of regulatory authority over vapes from the Food and Drug Administration (FDA) to the Department of Trade and Industry (DTI) under the Vape Law.Child rights advocates have raised concerns over the Vape Law’s reduced age restriction for e-cigarettes from 21 to 18, and its allowance for online sales and marketing, which they argue exposes more young people to the dangers of nicotine addiction.THEY also condemned what they described as tobacco industry “propaganda,” which promotes vaping as a safer alternative for smokers. They claim this marketing strategy has contributed to an alarming increase in nicotine addiction among school-aged children in the Philippines.The country recorded its first death linked to E-cigarette or Vaping Product Use-Associated Lung Injury (EVALI) in May this year. The victim, a 22-year-old male with no prior health issues, suffered a fatal heart attack after a severe lung injury tied to his two-year vaping habit.In light of such cases, advocates are calling for the restoration of child protection measures that were removed by the Vape Law, urging the government to return regulatory oversight to the FDA, raise the minimum age for purchasing both e-cigarettes and traditional cigarettes to 21, and ban flavored e-cigarettes, online marketing, and advertising altogether.The study examined over 5,500 publicly visible e-cigarette posts in the Philippines between August 2022 and January 2023."
https://businessmirror.com.ph/2024/10/24/sweden-phl-partnership-to-revolutionize-cancer-care-in-bataan-and-beyond/,Sweden-PHL partnership to revolutionize cancer care in Bataan and beyond,"Sweden and the Philippines have formed a strategic partnership to enhance cancer care in the Philippines. This collaboration will focus on raising awareness, promoting prevention, enabling early detection, and improving access to innovative treatments.The province of Bataan will be the launching pad for this new era of cancer care, setting a benchmark for the entire Philippines.“Sweden and the province of Bataan are partnering up in cancer care, where our key ambition is really to support the government of Bataan to transform cancer care, to have it ideally a benchmark for nationwide adoption, so that we could copy whatever we do in Bataan and apply it to the different provinces,” said Lina Balsyte, Business Sweden Healthcare Lead for Southeast Asia.She added that they want to start in a small geographic unit to ensure their efforts have a real impact.THE Sweden-Philippines partnership in cancer care was formalized through a Letter of Intent (LOI) signing ceremony held last October 18, 2024, in Makati City, witnessed by the State Secretary to the Minister for International Development Cooperation and Foreign Trade of Sweden, Håkan Jevrell and Dr. Jan Aura Llevado, Chief, Cancer Control and Mental Health Divisions, Department of Health.“Under Sweden’s strategy for trade, investment and global competitiveness and its new and long-term promotion initiative in Asia, Sweden is strengthening its engagement in the Philippines with a capacity-building agenda across several industries,” said Jevrell.“Cancer has emerged as one of the leading causes of mortality in the Philippines, with lung cancer leading in males and breast cancer in females. And as a global leader in cancer care, Sweden is confident that this partnership will contribute to enhancing cancer care in the Philippines and ultimately improving patients’ access to healthcare,” he added.Bataan Governor Jose Enrique Garcia III said the cancer care partnership with Sweden complements Bataan’s role in implementing the national government’s universal health coverage rollout.“We’re thrilled to be the pilot province for this collaboration and look forward to leveraging Sweden’s expertise in cancer management to enhance patient outcomes, alleviate pressure on the healthcare system, and deliver health and socio-economic benefits to Bataan,” added Garcia.GARCIA said the collaboration with Sweden will also incorporate IT and AI solutions, facilitated by Ericsson, to enable remote access to specialized cancer care, connecting patients to Bataan General Hospital and Medical Center (BGHMC), the apex facility for cancer treatment in the province.“This innovative approach will ensure that every ‘Bataañeno’, regardless of their location, can receive the care they need,” said Garcia.He pointed out that Sweden’s expertise in early detection, telemedicine, and AI will definitely help improve cancer outcomes in Bataan.“Additionally, I believe we are exploring a grant for a Linear Accelerator which would bring advanced radiation therapy to our province, significantly enhancing our ability to treat cancer. This letter of intent marks the beginning of a transformative journey for Bataan,” added Garcia.AS THE leading healthcare institution in the province, BGHMC is dedicated to advancing cancer care across all stages in Bataan. This includes early detection and diagnosis, health promotion, cancer prevention, cancer surgery, chemotherapy, radiotherapy, as well as palliative care and pain management.Dr. Glory V. Baltazar, BGHMC Medical Center Chief II, said they aim to start the partnership by creating a comprehensive cancer registry. They also look forward to working with Swedish cancer specialists known for their expertise and patient-centered care.The Sweden-Philippine partnership follows the quadruple-helix model, fostering collaboration among government, academia, industry and civil society in both countries. The LOI was signed by the Provincial Government of Bataan, Bataan General Hospital, Business Sweden – The Swedish Trade & Invest Council, Cancer Coalition Philippines, AstraZeneca, Elekta, and Ericsson.The three industry partners, AstraZeneca, Elekta, and Ericsson, intend to further drive their commitment to the healthcare sector in the Philippines.“Our team at AstraZeneca is inspired by our ambition to provide cancer cure through our life-changing medicines, alongside partnerships that allow early detection, diagnosis, and equitable care for Filipino patients with cancer,” said Lotis Ramin, AstraZeneca Philippines Country President.As a world leader in telecommunications and technology, Ericsson brings global experience in utilizing mobile connectivity to accelerate digital transformation in industries, such as healthcare. “In particular, 5G connectivity has the potential to revolutionize various aspects of healthcare and enhance patient outcomes, such as telesurgery and remote diagnostics. We have seen this in our partnerships with leading health institutions worldwide,” said Daniel Ode, Head of Ericsson Singapore, Philippines, and Brunei.“We are looking forward to working with the partners in this initiative to bring Sweden’s leadership and expertise to enable remote healthcare to the Philippines,” he added.Leader in precision radiation therapy, Elekta, aims to contribute to the improved cancer center workflow and enhanced user experience to simplify complex cancer care.“Our purpose at Elekta is to provide hope for everyone dealing with cancer, we envision a world where everyone has access to the best cancer care,” said Samuel Lee, Elekta Managing Director SEA.“Through this partnership, we aim to elevate the level of radiation therapy treatment techniques through collaborating with healthcare institutions on introducing advanced radiation therapy technologies and educational programs to upskill clinicians working in the field of radiotherapy,” shared Lee.The goal of the Sweden-Philippines cancer care partnership is to foster collaboration in cancer prevention, early detection, treatment, research, and capacity building between Sweden, the Philippines, and international partners."
https://businessmirror.com.ph/2024/10/24/filipinos-must-prioritize-bone-health-dost-advises/,"Filipinos must prioritize bone health, DOST advises","The Department of Science and Technology (DOST) emphasized the need for Filipinos to take care of their bones in light of the growing risk of osteoporosis in the country.In observance of World Osteoporosis Day last October 20, DOST Secretary Renato Solidum said that one of the most effective ways to prevent the condition that weakens bones is through adequate calcium intake.“Calcium is an essential nutrient for maintaining bone strength. However, many Filipinos do not meet the recommended levels of calcium in their diet, increasing the risk of developing brittle bones,” he said in a statement.Based on the 2021 Expanded National Nutrition Survey conducted by the Food and Nutrition Research Institute, nine out of 10 Filipino adults and seniors do not meet the recommended calcium levels in their diet, increasing their risk of developing brittle bones.The Philippine College of Endocrinology, Diabetes, and Metabolism also indicated that the 2003 National Nutrition Health Survey found that osteoporosis affected 0.8 percent of Filipinos aged 60 to 69 and 2.5 percent of those over 70. THE data further revealed that women have a higher incidence of fractures (11.3 percent) compared to 9.0 percent among men.To lower this trend, the science and technology agency encouraged Filipinos to eat more calcium-rich foods such as fish, shellfish, cereals, green leafy vegetables, and dairy products. They also recommended getting morning sun exposure from 7 am to 9 am to activate vitamin D, which helps the body absorb calcium, as well as adding physical activity to daily routine, even something as simple as walking, dancing, or playing sports.“Through the addition of sufficient calcium-rich food into our diet and maintaining a balanced lifestyle, we can reduce the risk of Osteoporosis and make every Filipino enjoy strong bones, leading to a healthier and more productive life,” the DOST chief said.World Osteoporosis Day was first celebrated on October 20, 1996, initiated by the United Kingdom’s National Osteoporosis Society. The campaign was adopted by the International Osteoporosis Foundation (IOF) the following year, which has led worldwide efforts ever since to raise awareness about bone health.This year’s theme is “Say No to Fragile Bones.”"
https://businessmirror.com.ph/2024/10/24/unlocking-the-miracle-of-great-hair-days-with-pantene-supplement-conditioner/,Unlocking the miracle of great hair days with Pantene Supplement Conditioner,"Will today be a great hair day? Many of us have had to ask this question, hoping that the universe and all its variables—the weather, the hair products we used, how we dried our locks—will miraculously align in our favor. After all, having dull and damaged hair most days has become the normal. Fortunately, the miracle behind every great hair day is quite basic. If you don’t like putting too much time and effort into hair care routines, this is good news. As the miracle, it turns out, lies in having a great hair conditioner. The Pantene Supplement Conditioner comes with a signature Pro-Vitamin B5 formula, which synergizes B5 vitamins with protective antioxidants and restorative lipids, helping to nourish the hair from inside out for a beautiful mane that’s rooted in lasting health. Pantene Supplement Conditioner is specifically formulated to help revitalize hair, improve its health, and make it stronger in three ways:Beauty creators share how they’ve normalized great hair days by using the Pantene Supplement Conditioner every day.“Dull and damaged hair no more! I have great hair days every day,” boasts Iya Omana, a beauty content creator. While Renee Dominique, a beauty-lifestyle content creator, was also spotted rocking natural hair. Beach bum and beauty influencer, Roselle Vytiaco, stresses the important distinction “My mood depends on how my hair looks that’s why I make sure to only use products that are great for my hair.”The Pantene Supplement Conditioner targets and repairs hair damage, keeping it healthy and looking great. Dash to your nearest leading supermarket and grab the Pantene Supplement Conditioner, available nationwide and online at and ."
https://businessmirror.com.ph/2024/10/24/chef-aybs-paragis-tea-launches-gonzaga-family-as-brand-ambassadors/,Chef Aybs’ Paragis Tea launches Gonzaga family as Brand Ambassadors,"Chef Aybs’ Paragis Tea, a proudly Filipino brand dedicated to natural wellness, is excited to announce its new collaboration with the —, , and —as official brand endorsers. This partnership marks the launch of a campaign focused on promoting the health benefits of Paragis grass and the wellness-driven lifestyle that Chef Aybs champions.What sets Chef Aybs’ Paragis Tea apart is its unique processing method. Using an old-fashioned, meticulously guarded technique for drying and preparing the Paragis grass, Chef Aybs ensures that the tea retains its complete nutritional and healing properties. This artisanal method, passed down through generations, preserves the tea’s detoxifying, anti-inflammatory, and immuneboosting benefits while delivering a smooth, rich flavor in every cup. These health benefits are a testament to the effectiveness of Paragis Tea, providing reassurance and confidence to those who choose to incorporate it into their wellness routines., known for her dynamic and fun personality, is excited about this partnership:, a believer in natural remedies, adds: emphasizes the tea’s benefits for overall wellness:Chef Aybs’ story began in 2017 when she witnessed her grandmother using boiled Paragis grass (Eleusine Indica) to alleviate arthritis symptoms. This inspired Ayb to explore the full potential of Paragis, known for its , , and properties. She developed a convenient tea bag format, making it easier for everyone to enjoy the health benefits of Paragis. This convenient format ensures that Paragis Tea can easily fit into your daily routine, making it a hassle-free addition to your wellness journey.Today, Chef Aybs’ Herbal Tea offers a range of natural products, all crafted with the same commitment to quality and wellness. The collaboration with the Gonzaga family aims to inspire Filipinos to embrace a healthy lifestyle and use Paragis Tea as part of their daily wellness routines.With the Gonzaga family on board, Chef Aybs’ Paragis Tea is set to reach even more Filipinos who are seeking natural, effective health solutions. The campaign will feature engaging content from the Gonzagas, including videos and social media posts demonstrating how Paragis Tea fits into their daily lives.Experience the power of nature with Chef Aybs’ Paragis Tea. For more information, visit , follow us on social media for updates and promotions or message us 0908-89PRGIS (0908-8977447)"
